epoch,train_auc,val_auc,gap,is_overfitting
0,0.36553030303030304,0.3636363636363636,0.0018939393939394478,False
1,0.3106060606060606,0.3636363636363636,-0.05303030303030298,False
2,0.3977272727272727,0.3636363636363636,0.034090909090909116,False
3,0.28219696969696967,0.3636363636363636,-0.08143939393939392,False
4,0.31439393939393934,0.3636363636363636,-0.049242424242424254,False
5,0.4015151515151515,0.3636363636363636,0.0378787878787879,False
6,0.3996212121212121,0.3636363636363636,0.03598484848484851,False
7,0.33143939393939387,0.3636363636363636,-0.032196969696969724,False
8,0.23295454545454544,0.3636363636363636,-0.13068181818181815,False
9,0.36174242424242425,0.3636363636363636,-0.0018939393939393367,False
10,0.29924242424242425,0.3636363636363636,-0.06439393939393934,False
11,0.4867424242424242,0.3636363636363636,0.12310606060606061,False
12,0.33712121212121215,0.3636363636363636,-0.026515151515151436,False
13,0.29924242424242425,0.3636363636363636,-0.06439393939393934,False
14,0.2518939393939394,0.3636363636363636,-0.1117424242424242,False
15,0.40719696969696967,0.3636363636363636,0.04356060606060608,False
16,0.3087121212121212,0.3636363636363636,-0.054924242424242375,False
17,0.1477272727272727,0.3636363636363636,-0.21590909090909088,False
18,0.32386363636363635,0.34848484848484845,-0.0246212121212121,False
19,0.2765151515151515,0.34848484848484845,-0.07196969696969696,False
20,0.28219696969696967,0.34848484848484845,-0.06628787878787878,False
